# Time	Temperature [K]	Pressure [Pa]
0.0592186	1162.73	1.36789e+06
0.0592211	1163.87	1.36789e+06
0.0592223	1164.44	1.36789e+06
0.0592248	1165.61	1.36789e+06
0.059226	1166.19	1.36789e+06
0.0592285	1167.39	1.36789e+06
0.0592297	1167.99	1.36789e+06
0.0592321	1169.22	1.36789e+06
0.0592334	1169.84	1.36789e+06
0.0592358	1171.1	1.36789e+06
0.059237	1171.74	1.36789e+06
0.0592395	1173.04	1.36789e+06
0.0592407	1173.69	1.36789e+06
0.0592431	1175.02	1.36789e+06
0.0592443	1175.7	1.36789e+06
0.0592468	1177.07	1.36789e+06
0.059248	1177.76	1.36789e+06
0.0592504	1179.17	1.36789e+06
0.0592516	1179.89	1.36789e+06
0.059254	1181.34	1.36789e+06
0.0592552	1182.08	1.36789e+06
0.0592577	1183.57	1.36789e+06
0.0592589	1184.33	1.36789e+06
0.0592613	1185.87	1.36789e+06
0.0592625	1186.66	1.36789e+06
0.0592649	1188.24	1.36789e+06
0.0592661	1189.05	1.36789e+06
0.0592685	1190.69	1.36789e+06
0.0592697	1191.52	1.36789e+06
0.0592721	1193.21	1.36789e+06
0.0592733	1194.07	1.36789e+06
0.0592757	1195.82	1.36789e+06
0.0592769	1196.71	1.36789e+06
0.0592793	1198.51	1.36789e+06
0.0592805	1199.43	1.36789e+06
0.0592829	1201.3	1.36789e+06
0.0592841	1202.25	1.36789e+06
0.0592865	1204.17	1.36789e+06
0.0592877	1205.16	1.36789e+06
0.05929	1207.15	1.36789e+06
0.0592912	1208.17	1.36789e+06
0.0592936	1210.24	1.36789e+06
0.0592948	1211.29	1.36789e+06
0.0592972	1213.43	1.36789e+06
0.0592984	1214.52	1.36789e+06
0.0593007	1216.74	1.36789e+06
0.0593019	1217.87	1.36789e+06
0.0593043	1220.17	1.36789e+06
0.0593055	1221.34	1.36789e+06
0.0593078	1223.73	1.36789e+06
0.059309	1224.94	1.36789e+06
0.0593114	1227.42	1.36789e+06
0.0593126	1228.69	1.36789e+06
0.0593149	1231.26	1.36789e+06
0.0593161	1232.57	1.36789e+06
0.0593184	1235.24	1.36789e+06
0.0593196	1236.61	1.36789e+06
0.059322	1239.39	1.36789e+06
0.0593231	1240.81	1.36789e+06
0.0593255	1243.7	1.36789e+06
0.0593261	1244.43	1.36789e+06
0.0593272	1245.92	1.36789e+06
0.0593278	1246.67	1.36789e+06
0.059329	1248.18	1.36789e+06
0.0593296	1248.95	1.36789e+06
0.0593307	1250.49	1.36789e+06
0.0593313	1251.27	1.36789e+06
0.0593325	1252.85	1.36789e+06
0.0593331	1253.65	1.36789e+06
0.0593342	1255.25	1.36789e+06
0.0593348	1256.07	1.36789e+06
0.059336	1257.71	1.36789e+06
0.0593366	1258.54	1.36789e+06
0.0593377	1260.22	1.36789e+06
0.0593383	1261.06	1.36789e+06
0.0593395	1262.78	1.36789e+06
0.0593401	1263.64	1.36789e+06
0.0593412	1265.39	1.36789e+06
0.0593418	1266.27	1.36789e+06
0.059343	1268.06	1.36789e+06
0.0593435	1268.96	1.36789e+06
0.0593447	1270.78	1.36789e+06
0.0593453	1271.71	1.36789e+06
0.0593464	1273.57	1.36789e+06
0.059347	1274.51	1.36789e+06
0.0593482	1276.41	1.36789e+06
0.0593488	1277.37	1.36789e+06
0.0593499	1279.32	1.36789e+06
0.0593505	1280.3	1.36789e+06
0.0593516	1282.29	1.36789e+06
0.0593522	1283.29	1.36789e+06
0.0593534	1285.32	1.36789e+06
0.059354	1286.35	1.36789e+06
0.0593551	1288.42	1.36789e+06
0.0593557	1289.47	1.36789e+06
0.0593568	1291.59	1.36789e+06
0.0593574	1292.67	1.36789e+06
0.0593586	1294.84	1.36789e+06
0.0593591	1295.94	1.36789e+06
0.0593603	1298.16	1.36789e+06
0.0593609	1299.28	1.36789e+06
0.059362	1301.55	1.36789e+06
0.0593626	1302.7	1.36789e+06
0.0593637	1305.02	1.36789e+06
0.0593643	1306.2	1.36789e+06
0.0593655	1308.58	1.36789e+06
0.059366	1309.78	1.36789e+06
0.0593672	1312.22	1.36789e+06
0.0593678	1313.45	1.36789e+06
0.0593689	1315.94	1.36789e+06
0.0593695	1317.21	1.36789e+06
0.0593706	1319.76	1.36789e+06
0.0593709	1320.41	1.36789e+06
0.0593715	1321.71	1.36789e+06
0.0593718	1322.36	1.36789e+06
0.0593723	1323.68	1.36789e+06
0.0593726	1324.34	1.36789e+06
0.0593732	1325.67	1.36789e+06
0.0593735	1326.34	1.36789e+06
0.059374	1327.69	1.36789e+06
0.0593743	1328.37	1.36789e+06
0.0593749	1329.74	1.36789e+06
0.0593752	1330.43	1.36789e+06
0.0593758	1331.81	1.36789e+06
0.059376	1332.51	1.36789e+06
0.0593766	1333.91	1.36789e+06
0.0593769	1334.62	1.36789e+06
0.0593775	1336.04	1.36789e+06
0.0593778	1336.75	1.36789e+06
0.0593783	1338.19	1.36789e+06
0.0593786	1338.92	1.36789e+06
0.0593792	1340.38	1.36789e+06
0.0593795	1341.11	1.36789e+06
0.05938	1342.59	1.36789e+06
0.0593803	1343.34	1.36789e+06
0.0593809	1344.84	1.36789e+06
0.0593812	1345.59	1.36789e+06
0.0593817	1347.11	1.36789e+06
0.059382	1347.88	1.36789e+06
0.0593826	1349.42	1.36789e+06
0.0593829	1350.2	1.36789e+06
0.0593834	1351.76	1.36789e+06
0.0593837	1352.55	1.36789e+06
0.0593843	1354.14	1.36789e+06
0.0593846	1354.94	1.36789e+06
0.0593852	1356.55	1.36789e+06
0.0593854	1357.36	1.36789e+06
0.059386	1359	1.36789e+06
0.0593863	1359.82	1.36789e+06
0.0593869	1361.48	1.36789e+06
0.0593871	1362.32	1.36789e+06
0.0593877	1364	1.36789e+06
0.059388	1364.85	1.36789e+06
0.0593886	1366.56	1.36789e+06
0.0593888	1367.43	1.36789e+06
0.0593894	1369.16	1.36789e+06
0.0593897	1370.04	1.36789e+06
0.0593903	1371.81	1.36789e+06
0.0593905	1372.7	1.36789e+06
0.0593911	1374.49	1.36789e+06
0.0593914	1375.4	1.36789e+06
0.059392	1377.23	1.36789e+06
0.0593922	1378.15	1.36789e+06
0.0593928	1380	1.36789e+06
0.0593931	1380.94	1.36789e+06
0.0593936	1382.83	1.36789e+06
0.0593939	1383.78	1.36789e+06
0.0593945	1385.7	1.36789e+06
0.0593948	1386.67	1.36789e+06
0.0593953	1388.63	1.36789e+06
0.0593956	1389.62	1.36789e+06
0.0593962	1391.61	1.36789e+06
0.0593965	1392.62	1.36789e+06
0.059397	1394.64	1.36789e+06
0.0593973	1395.67	1.36789e+06
0.0593979	1397.74	1.36789e+06
0.0593982	1398.78	1.36789e+06
0.0593987	1400.89	1.36789e+06
0.059399	1401.95	1.36789e+06
0.0593996	1404.1	1.36789e+06
0.0593999	1405.19	1.36789e+06
0.0594004	1407.38	1.36789e+06
0.0594007	1408.49	1.36789e+06
0.0594013	1410.73	1.36789e+06
0.0594015	1411.86	1.36789e+06
0.0594021	1414.15	1.36789e+06
0.0594024	1415.3	1.36789e+06
0.0594029	1417.64	1.36789e+06
0.0594032	1418.82	1.36789e+06
0.0594038	1421.21	1.36789e+06
0.0594041	1422.41	1.36789e+06
0.0594046	1424.86	1.36789e+06
0.0594049	1426.09	1.36789e+06
0.0594055	1428.59	1.36789e+06
0.0594058	1429.85	1.36789e+06
0.0594059	1430.56	1.36789e+06
0.0594062	1431.97	1.36789e+06
0.0594064	1432.68	1.36789e+06
0.0594067	1434.1	1.36789e+06
0.0594068	1434.82	1.36789e+06
0.0594071	1436.27	1.36789e+06
0.0594073	1437	1.36789e+06
0.0594076	1438.47	1.36789e+06
0.0594078	1439.21	1.36789e+06
0.0594081	1440.7	1.36789e+06
0.0594082	1441.45	1.36789e+06
0.0594085	1442.96	1.36789e+06
0.0594087	1443.72	1.36789e+06
0.059409	1445.25	1.36789e+06
0.0594092	1446.02	1.36789e+06
0.0594095	1447.58	1.36789e+06
0.0594096	1448.36	1.36789e+06
0.0594099	1449.94	1.36789e+06
0.0594101	1450.73	1.36789e+06
0.0594104	1452.33	1.36789e+06
0.0594105	1453.14	1.36789e+06
0.0594108	1454.77	1.36789e+06
0.059411	1455.59	1.36789e+06
0.0594113	1457.24	1.36789e+06
0.0594115	1458.07	1.36789e+06
0.0594118	1459.75	1.36789e+06
0.0594119	1460.6	1.36789e+06
0.0594122	1462.31	1.36789e+06
0.0594124	1463.17	1.36789e+06
0.0594127	1464.9	1.36789e+06
0.0594128	1465.78	1.36789e+06
0.0594132	1467.54	1.36789e+06
0.0594133	1468.43	1.36789e+06
0.0594136	1470.23	1.36789e+06
0.0594138	1471.13	1.36789e+06
0.0594141	1472.96	1.36789e+06
0.0594142	1473.88	1.36789e+06
0.0594145	1475.74	1.36789e+06
0.0594147	1476.68	1.36789e+06
0.059415	1478.57	1.36789e+06
0.0594152	1479.53	1.36789e+06
0.0594155	1481.46	1.36789e+06
0.0594156	1482.43	1.36789e+06
0.0594159	1484.4	1.36789e+06
0.0594161	1485.39	1.36789e+06
0.0594164	1487.39	1.36789e+06
0.0594165	1488.41	1.36789e+06
0.0594168	1490.45	1.36789e+06
0.059417	1491.48	1.36789e+06
0.0594173	1493.57	1.36789e+06
0.0594175	1494.63	1.36789e+06
0.0594178	1496.76	1.36789e+06
0.0594179	1497.83	1.36789e+06
0.0594182	1500.01	1.36789e+06
0.0594184	1501.11	1.36789e+06
0.0594187	1503.34	1.36789e+06
0.0594188	1504.46	1.36789e+06
0.0594191	1506.74	1.36789e+06
0.0594193	1507.89	1.36789e+06
0.0594196	1510.21	1.36789e+06
0.0594198	1511.39	1.36789e+06
0.0594201	1513.78	1.36789e+06
0.0594202	1514.98	1.36789e+06
0.0594205	1517.42	1.36789e+06
0.0594206	1518.12	1.36789e+06
0.0594208	1519.54	1.36789e+06
0.0594209	1520.25	1.36789e+06
0.059421	1521.68	1.36789e+06
0.0594211	1522.4	1.36789e+06
0.0594213	1523.86	1.36789e+06
0.0594214	1524.59	1.36789e+06
0.0594216	1526.06	1.36789e+06
0.0594217	1526.81	1.36789e+06
0.0594218	1528.31	1.36789e+06
0.0594219	1529.06	1.36789e+06
0.0594221	1530.58	1.36789e+06
0.0594222	1531.35	1.36789e+06
0.0594224	1532.89	1.36789e+06
0.0594224	1533.67	1.36789e+06
0.0594226	1535.24	1.36789e+06
0.0594227	1536.03	1.36789e+06
0.0594229	1537.63	1.36789e+06
0.059423	1538.43	1.36789e+06
0.0594231	1540.05	1.36789e+06
0.0594232	1540.87	1.36789e+06
0.0594234	1542.52	1.36789e+06
0.0594235	1543.35	1.36789e+06
0.0594237	1545.03	1.36789e+06
0.0594237	1545.87	1.36789e+06
0.0594239	1547.58	1.36789e+06
0.059424	1548.44	1.36789e+06
0.0594242	1550.18	1.36789e+06
0.0594243	1551.05	1.36789e+06
0.0594244	1552.82	1.36789e+06
0.0594245	1553.71	1.36789e+06
0.0594247	1555.52	1.36789e+06
0.0594248	1556.42	1.36789e+06
0.059425	1558.26	1.36789e+06
0.059425	1559.19	1.36789e+06
0.0594252	1561.06	1.36789e+06
0.0594253	1562	1.36789e+06
0.0594255	1563.91	1.36789e+06
0.0594256	1564.88	1.36789e+06
0.0594257	1566.82	1.36789e+06
0.0594258	1567.81	1.36789e+06
0.059426	1569.79	1.36789e+06
0.0594261	1570.8	1.36789e+06
0.0594263	1572.83	1.36789e+06
0.0594264	1573.85	1.36789e+06
0.0594265	1575.92	1.36789e+06
0.0594266	1576.97	1.36789e+06
0.0594268	1579.09	1.36789e+06
0.0594269	1580.16	1.36789e+06
0.059427	1582.33	1.36789e+06
0.0594271	1583.43	1.36789e+06
0.0594273	1585.65	1.36789e+06
0.0594274	1586.77	1.36789e+06
0.0594274	1587.45	1.36789e+06
0.0594276	1588.83	1.36789e+06
0.0594276	1589.53	1.36789e+06
0.0594277	1590.93	1.36789e+06
0.0594278	1591.64	1.36789e+06
0.0594279	1593.06	1.36789e+06
0.0594279	1593.78	1.36789e+06
0.059428	1595.22	1.36789e+06
0.0594281	1595.95	1.36789e+06
0.0594282	1597.42	1.36789e+06
0.0594282	1598.16	1.36789e+06
0.0594283	1599.65	1.36789e+06
0.0594284	1600.4	1.36789e+06
0.0594285	1601.91	1.36789e+06
0.0594286	1602.68	1.36789e+06
0.0594287	1604.21	1.36789e+06
0.0594287	1604.99	1.36789e+06
0.0594288	1606.55	1.36789e+06
0.0594289	1607.34	1.36789e+06
0.059429	1608.93	1.36789e+06
0.059429	1609.74	1.36789e+06
0.0594291	1611.36	1.36789e+06
0.0594292	1612.17	1.36789e+06
0.0594293	1613.82	1.36789e+06
0.0594293	1614.65	1.36789e+06
0.0594294	1616.33	1.36789e+06
0.0594295	1617.17	1.36789e+06
0.0594296	1618.88	1.36789e+06
0.0594297	1619.74	1.36789e+06
0.0594298	1621.48	1.36789e+06
0.0594298	1622.36	1.36789e+06
0.0594299	1624.13	1.36789e+06
0.05943	1625.02	1.36789e+06
0.0594301	1626.83	1.36789e+06
0.0594301	1627.74	1.36789e+06
0.0594302	1629.58	1.36789e+06
0.0594303	1630.51	1.36789e+06
0.0594304	1632.39	1.36789e+06
0.0594304	1633.34	1.36789e+06
0.0594305	1635.26	1.36789e+06
0.0594306	1636.22	1.36789e+06
0.0594307	1638.18	1.36789e+06
0.0594308	1639.17	1.36789e+06
0.0594309	1641.17	1.36789e+06
0.0594309	1642.18	1.36789e+06
0.059431	1644.22	1.36789e+06
0.0594311	1645.26	1.36789e+06
0.0594312	1647.35	1.36789e+06
0.0594312	1648.03	1.36789e+06
0.0594313	1649.39	1.36789e+06
0.0594313	1650.08	1.36789e+06
0.0594314	1651.47	1.36789e+06
0.0594314	1652.17	1.36789e+06
0.0594315	1653.57	1.36789e+06
0.0594315	1654.28	1.36789e+06
0.0594316	1655.71	1.36789e+06
0.0594316	1656.43	1.36789e+06
0.0594317	1657.88	1.36789e+06
0.0594317	1658.62	1.36789e+06
0.0594318	1660.09	1.36789e+06
0.0594318	1660.83	1.36789e+06
0.0594319	1662.33	1.36789e+06
0.0594319	1663.09	1.36789e+06
0.059432	1664.61	1.36789e+06
0.059432	1665.38	1.36789e+06
0.0594321	1666.93	1.36789e+06
0.0594321	1667.71	1.36789e+06
0.0594322	1669.29	1.36789e+06
0.0594322	1670.08	1.36789e+06
0.0594323	1671.68	1.36789e+06
0.0594323	1672.49	1.36789e+06
0.0594324	1674.12	1.36789e+06
0.0594324	1674.94	1.36789e+06
0.0594325	1676.6	1.36789e+06
0.0594325	1677.44	1.36789e+06
0.0594326	1679.13	1.36789e+06
0.0594326	1679.99	1.36789e+06
0.0594327	1681.71	1.36789e+06
0.0594327	1682.58	1.36789e+06
0.0594328	1684.33	1.36789e+06
0.0594328	1685.22	1.36789e+06
0.0594329	1687	1.36789e+06
0.0594329	1687.91	1.36789e+06
0.059433	1689.73	1.36789e+06
0.059433	1690.65	1.36789e+06
0.0594331	1692.51	1.36789e+06
0.0594331	1693.45	1.36789e+06
0.0594332	1695.35	1.36789e+06
0.0594332	1696.31	1.36789e+06
0.0594333	1698.24	1.36789e+06
0.0594333	1699.22	1.36789e+06
0.0594334	1701.2	1.36789e+06
0.0594334	1702.2	1.36789e+06
0.0594335	1704.22	1.36789e+06
0.0594335	1704.9	1.36789e+06
0.0594336	1706.27	1.36789e+06
0.0594336	1706.96	1.36789e+06
0.0594336	1708.35	1.36789e+06
0.0594337	1709.05	1.36789e+06
0.0594337	1710.46	1.36789e+06
0.0594337	1711.17	1.36789e+06
0.0594338	1712.6	1.36789e+06
0.0594338	1713.32	1.36789e+06
0.0594338	1714.78	1.36789e+06
0.0594339	1715.51	1.36789e+06
0.0594339	1716.99	1.36789e+06
0.0594339	1717.73	1.36789e+06
0.059434	1719.23	1.36789e+06
0.059434	1719.99	1.36789e+06
0.059434	1721.52	1.36789e+06
0.0594341	1722.29	1.36789e+06
0.0594341	1723.84	1.36789e+06
0.0594341	1724.62	1.36789e+06
0.0594342	1726.2	1.36789e+06
0.0594342	1726.99	1.36789e+06
0.0594342	1728.6	1.36789e+06
0.0594343	1729.41	1.36789e+06
0.0594343	1731.04	1.36789e+06
0.0594343	1731.86	1.36789e+06
0.0594344	1733.52	1.36789e+06
0.0594344	1734.36	1.36789e+06
0.0594345	1736.05	1.36789e+06
0.0594345	1736.9	1.36789e+06
0.0594345	1738.63	1.36789e+06
0.0594345	1739.5	1.36789e+06
0.0594346	1741.25	1.36789e+06
0.0594346	1742.14	1.36789e+06
0.0594347	1743.92	1.36789e+06
0.0594347	1744.83	1.36789e+06
0.0594347	1746.65	1.36789e+06
0.0594347	1747.57	1.36789e+06
0.0594348	1749.43	1.36789e+06
0.0594348	1750.36	1.36789e+06
0.0594349	1752.26	1.36789e+06
0.0594349	1753.22	1.36789e+06
0.0594349	1755.15	1.36789e+06
0.0594349	1756.13	1.36789e+06
0.059435	1758.1	1.36789e+06
0.059435	1759.1	1.36789e+06
0.0594351	1761.12	1.36789e+06
0.0594351	1763.33	1.36789e+06
0.0594352	1765.55	1.36789e+06
0.0594352	1767.76	1.36789e+06
0.0594352	1769.97	1.36789e+06
0.0594353	1772.18	1.36789e+06
0.0594353	1774.39	1.36789e+06
0.0594354	1776.59	1.36789e+06
0.0594354	1778.8	1.36789e+06
0.0594355	1781	1.36789e+06
0.0594355	1783.2	1.36789e+06
0.0594356	1785.4	1.36789e+06
0.0594356	1787.59	1.36789e+06
0.0594356	1789.79	1.36789e+06
0.0594357	1791.98	1.36789e+06
0.0594357	1794.17	1.36789e+06
0.0594357	1796.35	1.36789e+06
0.0594358	1798.54	1.36789e+06
0.0594358	1800.72	1.36789e+06
0.0594359	1802.9	1.36789e+06
0.0594359	1805.07	1.36789e+06
0.0594359	1807.25	1.36789e+06
0.059436	1809.42	1.36789e+06
0.059436	1811.59	1.36789e+06
0.059436	1813.75	1.36789e+06
0.0594361	1815.91	1.36789e+06
0.0594361	1818.07	1.36789e+06
0.0594361	1820.23	1.36789e+06
0.0594362	1822.38	1.36789e+06
0.0594362	1824.53	1.36789e+06
0.0594362	1826.67	1.36789e+06
0.0594363	1828.81	1.36789e+06
0.0594363	1830.95	1.36789e+06
0.0594363	1833.09	1.36789e+06
0.0594363	1835.22	1.36789e+06
0.0594364	1837.35	1.36789e+06
0.0594364	1839.48	1.36789e+06
0.0594364	1841.6	1.36789e+06
0.0594364	1843.72	1.36789e+06
0.0594365	1845.83	1.36789e+06
0.0594365	1847.95	1.36789e+06
0.0594365	1850.05	1.36789e+06
0.0594365	1852.16	1.36789e+06
0.0594366	1854.26	1.36789e+06
0.0594366	1856.36	1.36789e+06
0.0594366	1858.45	1.36789e+06
0.0594366	1860.54	1.36789e+06
0.0594367	1862.63	1.36789e+06
0.0594367	1864.71	1.36789e+06
0.0594367	1866.79	1.36789e+06
0.0594367	1868.87	1.36789e+06
0.0594368	1870.94	1.36789e+06
0.0594368	1873.01	1.36789e+06
0.0594368	1875.07	1.36789e+06
0.0594368	1877.13	1.36789e+06
0.0594368	1879.19	1.36789e+06
0.0594369	1881.24	1.36789e+06
0.0594369	1883.29	1.36789e+06
0.0594369	1885.34	1.36789e+06
0.0594369	1887.38	1.36789e+06
0.0594369	1889.42	1.36789e+06
0.059437	1891.45	1.36789e+06
0.059437	1893.48	1.36789e+06
0.059437	1895.51	1.36789e+06
0.059437	1897.53	1.36789e+06
0.059437	1899.55	1.36789e+06
0.0594371	1901.57	1.36789e+06
0.0594371	1903.58	1.36789e+06
0.0594371	1905.59	1.36789e+06
0.0594371	1907.59	1.36789e+06
0.0594371	1909.59	1.36789e+06
0.0594371	1911.59	1.36789e+06
0.0594372	1913.58	1.36789e+06
0.0594372	1915.57	1.36789e+06
0.0594372	1917.55	1.36789e+06
0.0594372	1919.53	1.36789e+06
0.0594372	1921.51	1.36789e+06
0.0594372	1923.48	1.36789e+06
0.0594372	1925.45	1.36789e+06
0.0594373	1927.41	1.36789e+06
0.0594373	1929.37	1.36789e+06
0.0594373	1931.33	1.36789e+06
0.0594373	1933.28	1.36789e+06
0.0594373	1935.23	1.36789e+06
0.0594373	1935.82	1.36789e+06
0.0594373	1937.02	1.36789e+06
0.0594373	1937.62	1.36789e+06
0.0594373	1938.83	1.36789e+06
0.0594373	1939.44	1.36789e+06
0.0594374	1940.66	1.36789e+06
0.0594374	1941.28	1.36789e+06
0.0594374	1942.51	1.36789e+06
0.0594374	1943.13	1.36789e+06
0.0594374	1944.38	1.36789e+06
0.0594374	1945.01	1.36789e+06
0.0594374	1946.27	1.36789e+06
0.0594374	1946.9	1.36789e+06
0.0594374	1948.18	1.36789e+06
0.0594374	1948.82	1.36789e+06
0.0594374	1950.11	1.36789e+06
0.0594374	1950.76	1.36789e+06
0.0594374	1952.06	1.36789e+06
0.0594374	1952.72	1.36789e+06
0.0594374	1954.04	1.36789e+06
0.0594374	1954.7	1.36789e+06
0.0594375	1956.03	1.36789e+06
0.0594375	1956.71	1.36789e+06
0.0594375	1958.05	1.36789e+06
0.0594375	1958.73	1.36789e+06
0.0594375	1960.1	1.36789e+06
0.0594375	1960.78	1.36789e+06
0.0594375	1962.16	1.36789e+06
0.0594375	1962.86	1.36789e+06
0.0594375	1964.25	1.36789e+06
0.0594375	1964.95	1.36789e+06
0.0594375	1966.37	1.36789e+06
0.0594375	1967.08	1.36789e+06
0.0594375	1968.5	1.36789e+06
0.0594375	1969.22	1.36789e+06
0.0594375	1970.67	1.36789e+06
0.0594375	1971.39	1.36789e+06
0.0594376	1972.86	1.36789e+06
0.0594376	1973.59	1.36789e+06
0.0594376	1975.07	1.36789e+06
0.0594376	1975.82	1.36789e+06
0.0594376	1977.31	1.36789e+06
0.0594376	1978.07	1.36789e+06
0.0594376	1979.58	1.36789e+06
0.0594376	1980.35	1.36789e+06
0.0594376	1981.88	1.36789e+06
0.0594376	1982.65	1.36789e+06
0.0594376	1984.2	1.36789e+06
0.0594376	1984.99	1.36789e+06
0.0594376	1986.56	1.36789e+06
0.0594376	1987.35	1.36789e+06
0.0594376	1988.94	1.36789e+06
0.0594376	1989.74	1.36789e+06
0.0594377	1991.35	1.36789e+06
0.0594377	1992.16	1.36789e+06
0.0594377	1993.79	1.36789e+06
0.0594377	1994.61	1.36789e+06
0.0594377	1996.26	1.36789e+06
0.0594377	1997.1	1.36789e+06
0.0594377	1998.77	1.36789e+06
0.0594377	1999.61	1.36789e+06
0.0594377	2001.3	1.36789e+06
0.0594377	2002.15	1.36789e+06
0.0594377	2003.87	1.36789e+06
0.0594377	2004.73	1.36789e+06
0.0594377	2006.47	1.36789e+06
0.0594377	2007.34	1.36789e+06
0.0594377	2009.1	1.36789e+06
0.0594377	2009.98	1.36789e+06
0.0594378	2011.76	1.36789e+06
0.0594378	2012.66	1.36789e+06
0.0594378	2014.46	1.36789e+06
0.0594378	2015	1.36789e+06
0.0594378	2016.08	1.36789e+06
0.0594378	2016.62	1.36789e+06
0.0594378	2017.71	1.36789e+06
0.0594378	2018.25	1.36789e+06
0.0594378	2019.35	1.36789e+06
0.0594378	2019.9	1.36789e+06
0.0594378	2021	1.36789e+06
0.0594378	2021.55	1.36789e+06
0.0594378	2022.67	1.36789e+06
0.0594378	2023.22	1.36789e+06
0.0594378	2024.35	1.36789e+06
0.0594378	2024.91	1.36789e+06
0.0594378	2026.04	1.36789e+06
0.0594378	2026.6	1.36789e+06
0.0594378	2027.74	1.36789e+06
0.0594378	2028.31	1.36789e+06
0.0594378	2029.46	1.36789e+06
0.0594378	2030.03	1.36789e+06
0.0594378	2031.18	1.36789e+06
0.0594378	2031.76	1.36789e+06
0.0594379	2032.93	1.36789e+06
0.0594379	2033.51	1.36789e+06
0.0594379	2034.68	1.36789e+06
0.0594379	2035.27	1.36789e+06
0.0594379	2036.45	1.36789e+06
0.0594379	2037.04	1.36789e+06
0.0594379	2038.23	1.36789e+06
0.0594379	2038.82	1.36789e+06
0.0594379	2040.02	1.36789e+06
0.0594379	2040.62	1.36789e+06
0.0594379	2041.83	1.36789e+06
0.0594379	2042.43	1.36789e+06
0.0594379	2043.65	1.36789e+06
0.0594379	2044.25	1.36789e+06
0.0594379	2045.48	1.36789e+06
0.0594379	2046.09	1.36789e+06
0.0594379	2047.32	1.36789e+06
0.0594379	2047.94	1.36789e+06
0.0594379	2049.18	1.36789e+06
0.0594379	2049.8	1.36789e+06
0.0594379	2051.05	1.36789e+06
0.0594379	2051.68	1.36789e+06
0.0594379	2052.93	1.36789e+06
0.0594379	2053.57	1.36789e+06
0.0594379	2054.83	1.36789e+06
0.0594379	2055.47	1.36789e+06
0.059438	2056.74	1.36789e+06
0.059438	2057.38	1.36789e+06
0.059438	2058.66	1.36789e+06
0.059438	2059.31	1.36789e+06
0.059438	2060.6	1.36789e+06
0.059438	2061.24	1.36789e+06
0.059438	2062.54	1.36789e+06
0.059438	2063.2	1.36789e+06
0.059438	2064.5	1.36789e+06
0.059438	2065.16	1.36789e+06
0.059438	2066.48	1.36789e+06
0.059438	2067.14	1.36789e+06
0.059438	2068.46	1.36789e+06
0.059438	2069.12	1.36789e+06
0.059438	2070.46	1.36789e+06
0.059438	2071.12	1.36789e+06
0.059438	2072.46	1.36789e+06
0.059438	2073.13	1.36789e+06
0.059438	2074.48	1.36789e+06
0.059438	2075.16	1.36789e+06
0.059438	2076.51	1.36789e+06
0.059438	2077.19	1.36789e+06
0.059438	2078.55	1.36789e+06
0.059438	2079.24	1.36789e+06
0.059438	2080.61	1.36789e+06
0.059438	2081.29	1.36789e+06
0.059438	2082.67	1.36789e+06
0.0594381	2083.36	1.36789e+06
0.0594381	2084.74	1.36789e+06
0.0594381	2085.43	1.36789e+06
0.0594381	2086.82	1.36789e+06
0.0594381	2087.52	1.36789e+06
0.0594381	2088.92	1.36789e+06
0.0594381	2089.61	1.36789e+06
0.0594381	2091.02	1.36789e+06
0.0594381	2091.72	1.36789e+06
0.0594381	2093.13	1.36789e+06
0.0594381	2093.83	1.36789e+06
0.0594381	2095.24	1.36789e+06
0.0594381	2095.95	1.36789e+06
0.0594381	2097.37	1.36789e+06
0.0594381	2098.08	1.36789e+06
0.0594381	2099.5	1.36789e+06
0.0594381	2100.21	1.36789e+06
0.0594381	2101.64	1.36789e+06
0.0594381	2102.35	1.36789e+06
0.0594381	2103.78	1.36789e+06
0.0594381	2104.5	1.36789e+06
0.0594381	2105.93	1.36789e+06
0.0594381	2106.65	1.36789e+06
0.0594381	2108.08	1.36789e+06
0.0594381	2108.8	1.36789e+06
0.0594381	2110.24	1.36789e+06
0.0594381	2110.96	1.36789e+06
0.0594382	2112.4	1.36789e+06
0.0594382	2113.12	1.36789e+06
0.0594382	2114.56	1.36789e+06
0.0594382	2115.28	1.36789e+06
0.0594382	2116.73	1.36789e+06
0.0594382	2117.15	1.36789e+06
0.0594382	2118.01	1.36789e+06
0.0594382	2118.43	1.36789e+06
0.0594382	2119.29	1.36789e+06
0.0594382	2119.71	1.36789e+06
0.0594382	2120.56	1.36789e+06
0.0594382	2120.99	1.36789e+06
0.0594382	2121.84	1.36789e+06
0.0594382	2122.27	1.36789e+06
0.0594382	2123.12	1.36789e+06
0.0594382	2123.55	1.36789e+06
0.0594382	2124.4	1.36789e+06
0.0594382	2124.83	1.36789e+06
0.0594382	2125.68	1.36789e+06
0.0594382	2126.1	1.36789e+06
0.0594382	2126.95	1.36789e+06
0.0594382	2127.38	1.36789e+06
0.0594382	2128.23	1.36789e+06
0.0594382	2128.65	1.36789e+06
0.0594382	2129.5	1.36789e+06
0.0594382	2129.92	1.36789e+06
0.0594382	2130.77	1.36789e+06
0.0594382	2131.19	1.36789e+06
0.0594382	2132.04	1.36789e+06
0.0594382	2132.46	1.36789e+06
0.0594382	2133.31	1.36789e+06
0.0594382	2133.73	1.36789e+06
0.0594382	2134.57	1.36789e+06
